"author"
"Ming-Feng Hsieh"
"Yingquan Song"
"Jianguo Wei"
"Xiaoyang Li"
"Ozkan Eren"
"Brigham Russell Frandsen"
"Simon Dubecq"
"Fuhito Kojima"
"Dolore Bushati"
"Girijasankar Mallik"
"Sunoong Hwang"
"Andres Erosa"
"Ruiqing Miao"
"Takahiko Kiso"
"Hays Golden"
"Kenshi Taketa"
"Ishani Tewari"
"Fenghua Song"
"V. Kerry Smith"
"H. Allen Klaiber"
"W. Kip Viscusi"
"Josepth H. Cook"
"Rudiger Fahlenbrach"
"Zinat S. Alam"
"V. Ravi Anshuman"
"Julapa A Jaqtiani"
"Nlson Camanho"
"Pragyan Deb"
"Kuntara Pukthuanthong"
"Hanno N. Lustig"
"Sendhi Mullainathan"
"Victor DeMiguel"
"W.Keener Hughen"
"Futoshi Yamauchi"
"Stuti Khemani"
"Tewodaj Mogues"
"Godsway Cudjoe"
"Berhanu Nega"
"Wolfram Elsner"
"Iciar Dominguez Lacasa"
"Elisheba Spiller"
"R. Vijay Krishna"
"Leeat Yariv"
"Kyungmin Kim"
"P. Jean-Jacques Herings"
"Ceyhun Elgin"
"Mwangi wa Githinji"
"Rudiger von Arnim"
"Raford Body"
"Erdogan Bakir"
"Gunseli Berik"
"Simon Ville"
"Hide-Fumi Yokoo"
"Lídia Farré"
"Libertad González"
"Francesc Ortega"
"Cecile Jackson"
"Bereket Kebede"
"Junjian Yi"
"Junsen Zhang"
"Albrecht Ritschl"
"P.K.G. Harischandra"
"Tansel Yilmazer"
"Narayana Kocherlakota"
"Yoshifumi Konishi"
"Danling Jiang"
"Oguzhan Ozbas"
"Zacharias Sautner"
"Liuren Wu"
"Ngoc-Khanh Tran"
"Zhenguo Lin"
"Yingchun Liu"
"Mingjun Huang"
"Ruijue Peng"
"Nuray Güner"
"Kiat Ying Seah"
"Zackary Hawley"
"Jarl G. Kallberg"
"Luis Felipe Céspedes"
"Armağan Gezici"
"Rojhat B. Avsar"
"Luis Locay"
"Firouz Gahvari"
"Sushanta Mallick"
"Vinish Kathuria"
"Kankana Mukherjee"
"Shang-jin Wei"
"Yanmin Qian"
"Zheyu Yang"
"Xiangguo Yao"
"Hongjun Yan"
"Jinfan Zhang"
"Tanju Yorulmazer"
"Kyoungrae Jung"
"Maoyong Fan"
"Guoen Liu"
"Daifeng He"
"Seung-Hyun Hong"
"Jose Lopez"
"Rana Hendy"
"Cahit Guven"
"Rukmani Gounder"
"M. Majbouri"
"Boso Seo"
"Inhyuck \"Steve\" Ha"
"Raul Caruso"
"Stergios Skaperdas"
"Khusrav Gaibulloev"
"Tack Yun"
"Erte Xiao"
"Monica Hartmann"
"Shaianne T. Osterreich"
"Emcet Tas"
"Niven Winchester"
"Thankom G. Arun"
"Atrayee Ghosh Roy"
"Zhigang Li"
"Shangjin Wei"
"H. Holly Wang"
"Laping Wu"
"Le Wang"
"Faustine Perrin"
"Xinya Zhang"
"Hongyan Li"
"Jevgenijs Steinbuks"
"D. Wade Hands"
"Floris Heukelom"
"Nake M Kamrany"
"M. Sieffert"
"M. Taft"
"University of Missouri-Kansas City"
"A. G. Malliaris"
"Lucjan Orlowski"
"Derekh Cornwell"
"Bingxin Yu"
"Fengwei Liu"
"Liangzhi You"
"Géraldine Henningsen"
"Geresom Okecho"
"Joseé Randriamamonjy"
"Yew-Kwang Ng"
"Yunwei Gai"
"Menzie Chinn"
"T. Aldrich Finegan"
"Sayeh Nikpay"
"Wanchuan Lin"
"Shahe Emran"
"Yinghua Li"
"Hadiye Aslan"
"Chuan-Yang Hwang"
"Siddarth Bhaskar Shenai"
"Gara M. Afonso"
"Andreq W. Lo"
"Yongqiang Chu"
"Yufeng Han"
"Luis M Pinet-Peralta"
"L. Randall Wray"
"Rafat Fazeli"
"Victor Zhorin"
"Vai-Lam Mui"
"Kosali Simon"
"Sanjukta Chaudhuri"
"Xiao-yuan Dong"
"Nidhiya Menon"
"Ranjula Bali Swain"
"Jouchi Nakajima"
"Shigenori Shiratsuka"
"A.G. Malliaris"
"Jerry Hurley"
"Stefie Schurer"
"Miguel Martinez Lucio"
"Andres Neumeuer"
"J. David Brown"
"Guoshu Ma"
"Jörg Mayer"
"Cesar Sosa-Padilla"
"Shanhong Wu"
"Ulf Rinne"
