"author"
"Lingwei Wu"
"Shafik Hebous"
"Daehyun Kim"
"Renée B. Adams"
"Aart Gerritsen"
"Simon Heß"
"Yoshito Takasaki"
"Eiichiro Kazumori"
"Delavane Diaz"
"Jose Martinez"
"Hong Ru"
"Zhenjiang Qin"
"Zhenyu Wang"
"Jose Luis Peydro"
"Murillo Campello"
"Gisle Natvik"
"Shihe Fu"
"Guangliang Yang"
"Xiongchuan Lai"
"Riikka Nuutilainen"
"Ahiteme N. Houndonougbo"
"F. Gregory Hayden"
"Ayhab Saad"
"Uros Petronijevic"
"Sukjin Han"
"M.V. Lee Badgett"
"Kees Waaldijk"
"Clas Wihlborg"
"Charalampos Konstantinidis"
"Leonce Ndikumana"
"Neepa B. Gaekwad"
"Malokele Nanivazo"
"Mwanza Nkusu"
"Andinet Woldemichael"
"Abebe Shimeles"
"Yongjie Ji"
"Wensheng Kang"
"Joaquin L. Vespignani"
"Sushanta Mallick"
"Naoyuki Yoshino"
"Sahoko Kaji"
"Xunzhou Ma"
"Fengwei Sun"
"Quanlan Yi"
"Sebastián Oleas"
"Khawaja Mamun"
"Minjoon Lee"
"Trivellore Raghunathan"
"Taisuke Nakata"
"Ingvild Almas"
"Simon Wiederhold"
"Simon Janssen"
"Leilanie Basilio"
"Ainhoa Aparicio Fenoll"
"Mehtap Akgüҫ"
"Xingfei Liu"
"Imke Reimers"
"Chunying Xie"
"Hoonsuk Park"
"Johanna Mollerstrom"
"Jedrzej Bialkowski"
"Xintong Zhan"
"Hongjun Yan"
"Ettore Croci"
"Bjorn Imbierowicz"
"Qianqian Yu"
"Jerry Cao"
"Tiecheng Leng"
"Yongqiang Chu"
"Kristle Cortes"
"Chintal Desai"
"Zhenguo Lin"
"Yingchuan Liu"
"Yao-Min Chiang"
"María Bernedo"
"Hung-Ju Chen"
"Pei-Ju Liao"
"Yin-Chi Wang"
"Aureo de Paula"
"Shuyang Sheng"
"Marine Carrasco"
"S. Anukriti"
"Merima Ali"
"Odd-Helge Fjeldstad"
"Boqian Jiang"
"Nirvikar Singh"
"Syngjoo Choi"
"Miguel Melendez"
"M. Kate Bundorf"
"Vilsa Curto"
"Kosali Simon"
"Maik Schmeling"
"F. Andrew Hanssen"
"Manwo Ng"
"Kristien Behrens"
"Theophile Bougna"
"W. Mark Brown"
"Ranjula Bali Swain"
"Ghazel Zulfiqar"
"Qianqian Wang"
"Ekkehard A. Köhler"
"T. William Lester"
"Xiaoxue Du"
"Haimanti Bhattacharya"
"Irineu de Carvalho Filho"
"Sohnke M. Bartram"
"Ambarish Chandra"
"Denvil Duncan"
"Nikolaj Arpe Harmon"
"Péter Harasztosi"
"Dileep K. Birur"
"Jose Miguel Abito"
"Madanmohan Ghosh"
"Deming Luo"
"Yunfa Zhu"
"Daifeng He"
"Shangjin Wei"
"Xinding Yu"
"Kunfu Zhu"
"Kuo Zhang"
"M. Fabricio Perez"
"Liangliang Jiang"
"Rustom Irani"
"Zhongwei Huang"
"Ekkehart Boehmer"
"Nicolas Bollen"
"Reiner Braun"
"Lingxiao Li"
"Yongheng Deng"
"Tsur Somerville"
"Çağatay Bircan"
"Mahnaz Islam"
"M. Shahe Emran"
"M. Helal Uddin"
"Atonu Rabbani"
"Novica Supic"
"Vanitha Ragunathan"
"Binay Adhikari"
"Hanjiang Zhang"
"Been-Lon Chen"
"Arunish Chawla"
"Sainan Jin"
"Binzhen Wu"
"Jose Maria Barrero"
"Kalena Cortes"
"Wolter Hassink"
"Tilman Brück"
"Armağan Gezici"
"Özgür Orhangazi"
"José Caraballo"
"Luis D. Rosero"
"Cristelle Kouame"
"Mahelet G. Fikru"
"Gayaneh Kyureghian"
"Miguel Delgado Helleseter"
"Kailing Shen"
"Huigang Chen"
"Jingyi Zhang"
"Dilyana Dimova"
"Mahvash S. Qureshi"
"Naci Mocan"
"Ragan Petrie"
"Yiseon Yoo"
"Jinji Hao"
"Hong kee Sul"
"Aleksejs Krecetovs"
"Stephan Kranner"
"Maria-Teresa Marchica"
"Jose Scheinkman"
"Wenxi Jiang"
"Kuncheng (K.C.) Zheng"
"Talis Putnins"
"Sayali Kulkarni"
"Thies Lindenthal"
"D. Andrew Austin"
"Carlianne Patrick"
"Nauro F. Campos"
"Ansgar Belke"
"Berhanu Nega"
"Matías Vernengo"
"Bumin Yenmez"
"Fuhito Kojima"
"Xuguang (Simon) Sheng"
"Huaming Peng"
"Hector Perez Saiz"
"Aggey Semenov"
"Martien Lamers"
"Tanakorn Makaew"
"Johanna Schauer"
"Frédéric Lauzon Duguay"
"Mengjie Lu"
"Dinghong Yi"
"Tzu-Ting Yang"
"Thorsteinn Thorgeirsson"
"Satyanarain Rengarajan"
"Zhenyu Gao"
"Nanneh Chehras"
"Núria Rodríguez-Planas"
"Bingbing Dong"
"Refet S. Gürkaynak"
"Gülserim Özcan"
"Tanju Yorulmazer"
"Sören Radde"
"Eskil Forsell"
"Klavdia Zemlianova"
"Maxim Pinkovskiy"
"Rukmini Banerji"
"Petri Hukkanen"
"Sudipto Dasgupta"
"Lubomir Litov"
"Charles-Henri Weymuller"
"Hong Zhang"
"Binying Liu"
"Lingxiao Zhao"
"Taggert Brooks"
"Mizuki Komura"
"Sarianna M Lundan"
"Stephan Mueller"
"Panu Kalmi"
"Simon Cornée"
"Luis Locay"
"Omrane Guedhami"
"Mariassunta Giannetti"
"Mengxin Zhao"
"Lixin Colin Xu"
"Jijun Tan"
"Shenghao Zhu"
"Jinlan Ni"
"Tuomas Takalo"
"Asu Ozdaglar"
"Harjoat Bhamra"
"Nicolas Robert Ziebarth"
"H. Edward Freck III"
"D. Wade Hands"
"Ivan Moscati"
"Yeon-Koo Che"
"Bedassa Tadasse"
"Bichaka Fayissa"
"Adugna Lemi"
"Shaomeng Jia"
"Quamrul H. Ashraf"
"Raul Caruso"
"Shu-Heng Chen"
"Intan Hamdan-Livramento"
"J. David Brown"
"Deepankar Basu"
"Sucharita Sinha Mukerjee"
"Liangshu Qi"
"Monica Garcia-Perez"
"Rodney Stevenson"
"Wolfram Elsner"
"Amitrajeet A. Batabyal"
"University of Hull Business School"
"Mostak Ahamed"
"Rukmani Gounder"
"Li-An Zhou"
"Benkler Yochai"
"Qihong Liu"
"Efthymios Pavlidis"
"Ivan Paya"
"Harro Maas"
"Wieland Müller"
"Robynn Cox"
"Darshak Patel"
"Jadrian Wooten"
"Tin-Chun Lin"
"Xiaoou Liu"
"Xiaoyong Zheng"
"Miguel Gómez"
"Jura Liaukonyte"
"Jubo Yan"
"Maxim Boycko"
"Marno Verbeek"
"Jussi Keppo"
"Zarek Brot-Goldberg"
"Guoying Deng"
"Joao Pereira"
"simon Halphen Boserup"
"Luis Omar Herrera"
"Hengchen Dai"
"Raimond Maurer"
"Thushyanthan Baskaran"
"Zohal Hessami"
"Jaakko Meriläinen"
"Tuukka Saarimaa"
"Janne Tukiainen"
"Nageeb Ali"
"Catalin Stefanescu"
"Simon Weber"
"Falk Brauning"
"Luis Fonseca"
"Loriano Mancini"
"Narasimhan Jegadeesh"
"Lalitha Naveen"
"B. Espen Eckbo"
"Weihua Zhao"
"C.F. Sirmans"
"R. Kelley Pace"
"Seow Eng Ong"
"Qun Wu"
"Zhonghua Wu"
"J. Tyler Leverty"
"Olfa Maalaoui Chun"
"Thouraya Triki"
"Zdravka Todorova"
"Sunčica Vujić"
"Nicolas Duquette"
"Çaglar Özden"
"Saptarshi Mukherjee"
"Sabyasachi Kar"
"Rochester Institute of Technology"
"Lant Pritchett"
"Parantap Basu"
"Srijit Mishra"
"K. V. Ramaswamy"
"Thien Le"
"Kanda Naknoi"
"Menzie Chinn"
"Ctirad Slavik"
"Hakki Yazici"
"Wenchao Xu"
"Zeynal Karaca"
"Ozlem Bedre-Defolie"
"Luise Görges"
"Hyunseung Oh"
"Chamna Yoon"
"Uta Meier-Graewe"
"Fo Kodjo Dzinyefa Aflagah"
"Zelealem Yiheyis"
"Kasahun Woldemariam"
"In-Koo Cho"
"Matias Vernengo"
"Louis-Philippe Rochon"
"Quanlin Gu"
"Sébastien Pouget"
"Ulf Zölitz"
"Marieke Vandeweyer"
"Ariell Reshef"
"Cathérine Koch"
"Francesc Rodriguez-Tous"
"Carvalho Jose Raimundo"
"Qizhou Xiong"
"Yinghua He"
"Nabanita Datta Gupta"
"Peiran Jiao"
"Chaning Jang"
"Congyi Zhou"
"Cesar Hidalgo"
"Horag Choi"
"Battista Severgnini"
"Zouheir El-sahli"
"Zhihong Yu"
"Jacobus Cilliers"
"Ibrahim Kasirye"
"Ambrus Kecskes"
"Sattar Mansi"
"Dongyan Ye"
"Yuqin Huang"
"Qinghai Wang"
"Badi Baltagi"
"M. Shahid Ebrahim"
"Gangzhi Fan"
"Jose Fillat"
"Jarko Fidrmuc"
"Iikka Korhonen"
"Jidong Zhou"
"Julia R. Henly"
"Moamen Gouda"
"Jamein P. Cunningham"
"Wifag Adnan"
"Anek Belbase"
"Minqi Li"
"Suyoun Han"
"Carsten A. Holz"
"Chuliang Luo"
"Lubomir Cingl"
"Bodo Knoll"
"Arunima Sinha"
"Meguy Kuete"
"Jinhyuk Yoo"
"Hongda Zhong"
"Arnoud Boot"
"Haitao Li"
"Jinqiang Yang"
"Pab Jotikasthira"
"Yuxi Wang"
"Konstantine Lyubimov"
"Jarl Kallberg"
"Pierre-Guillaume Méon"
"Henriëtte Prast"
"Sanjukta Chaudhuri"
"Gyongyi Loranth"
"Konan Chan"
"Hung-Kun Chen"
"Shing-yang Hu"
"Yu-jane Liu"
"Nobuhiko Fuwa"
"Xiaochuan Xing"
"Tiemen Woutersen"
"Jiti Gao"
"A Gallant"
"Hening Liu"
"Yoosoon Chang"
"Yongok Choi"
"Diana Bonfim"
"Björn Imbierowicz"
"Stéphane Verani"
"A. Erinc Yeldan"
"Theophile T. Azomahou"
"Bity Diene"
"Mehrene Larudee"
"Misak Avetisyan"
"Shakeeb Khan"
"Vellore Arthi"
"Diana Greenwald"
"Reshad N. Ahsan"
"Junsen Zhang"
"Junjian Yi"
"Luis Iván Alfaro"
"Aubhik Khan"
"Julia Thomas"
"Fabian Lindner"
"Simon Sturn"
"Shih-Fen Cheng"
"Joseba Martinez"
"Andres Fernandez"
"Jose Carrasco-gallego"
"Shanker Satyanath"
"Junmin Liao"
"Andres Elberg"
"Xuhui (Nick) Pan"
"Jungsuk Han"
"Jean-Edouard Colliard"
"Thummim Cho"
"Jose Pizarro"
"Gurdip Bakshi"
"Shaojun Zhang"
"I. J. Alexander Dyck"
"Aazam Virani"
"Juan-Pedro Gomez"
"Maxim Mironov"
"Xudong An"
"Hyun-Soo Choi"
"Evžen Kočenda"
"Nabamita Dutta"
"Deepraj Mukherjee"
"Antoon Spithoven"
"Saraly Andrade de Sa"
"Anqi Li"
"Trond Olsen"
"Tatsushi Oka"
"Miikka Rokkanen"
"Matias Cattaneo"
"Rocio Titiunik"
"Marinho Bertanha"
"Yu-Wei Hsieh"
